Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24,Demand_MW_z25,Demand_MW_z26,Demand_MW_z27,Demand_MW_z28,Demand_MW_z29,Demand_MW_z30,Demand_MW_z31,Demand_MW_z32,Demand_MW_z33,Demand_MW_z34,Demand_MW_z35,Demand_MW_z36,Demand_MW_z37,Demand_MW_z38,Demand_MW_z39,Demand_MW_z40,Demand_MW_z41,Demand_MW_z42,Demand_MW_z43,Demand_MW_z44,Demand_MW_z45,Demand_MW_z46,Demand_MW_z47,Demand_MW_z48,Demand_MW_z49,Demand_MW_z50,Demand_MW_z51,Demand_MW_z52,Demand_MW_z53,Demand_MW_z54,Demand_MW_z55,Demand_MW_z56,Demand_MW_z57,Demand_MW_z58,Demand_MW_z59,Demand_MW_z60,Demand_MW_z61,Demand_MW_z62,Demand_MW_z63,Demand_MW_z64,Demand_MW_z65,Demand_MW_z66,Demand_MW_z67,Demand_MW_z68,Demand_MW_z69,Demand_MW_z70,Demand_MW_z71,Demand_MW_z72,Demand_MW_z73
,,,,,,,,3506,37.7412172,33.8972044,62.9020287,25.8597229,24.8113558,47.5259772,43.6819644,59.7569273,61.1547501,68.1438644,0,0,92.6057645,67.7944087,110.777462,34.9455715,0,116.368753,63.2514844,44.7303315,0,0,0,0,37.7906501,33.9416024,62.9844168,25.8935936,24.8438533,47.588226,43.7391783,59.835196,61.2348497,68.2331182,0,0,92.7270581,67.8832048,110.922556,34.9913427,0,116.521171,63.3343302,44.7889186,0,0,0,0,37.7412174,33.8972046,62.902029,25.8597226,24.8113561,47.525977,43.6819643,59.7569273,61.1547504,68.1438648,0,0,92.6057643,67.7944083,110.777462,34.9455712,0,116.368753,63.2514845,44.7303318,0,0,0,0,0
,,,,,,,,3507,37.4740228,33.6572242,62.4567046,25.6766452,24.6357002,47.1895102,43.3727115,59.3338694,60.7217961,67.66143,0,0,91.9501485,67.3144483,109.993196,34.6981692,0,115.544904,62.8036863,44.4136566,0,0,0,0,37.2296553,33.437746,62.0494255,25.5092083,24.4750512,46.8817881,43.0898788,58.9469542,60.3258303,67.2202109,0,0,91.3505431,66.8754919,109.275933,34.471903,0,114.791437,62.3941445,44.1240359,0,0,0,0,37.4740229,33.6572244,62.4567049,25.676645,24.6357004,47.1895099,43.3727114,59.3338694,60.7217964,67.6614304,0,0,91.9501483,67.3144479,109.993196,34.6981689,0,115.544903,62.8036864,44.4136569,0,0,0,0,0
,,,,,,,,3508,38.3156853,34.4131618,63.8594755,26.2533399,25.1890153,48.2493815,44.346858,60.6665017,62.0856012,69.1810985,0,0,94.0153389,68.8263236,112.463632,35.4774864,0,118.14003,64.2142504,45.4111826,0,0,0,0,37.4336534,33.6209665,62.3894223,25.6489847,24.609161,47.1386746,43.3259877,59.2699512,60.6563828,67.5885409,0,0,91.851094,67.241933,109.874705,34.6607902,0,115.420431,62.7360302,44.3658114,0,0,0,0,38.3156855,34.4131621,63.8594758,26.2533396,25.1890156,48.2493812,44.3468579,60.6665017,62.0856014,69.1810988,0,0,94.0153388,68.8263232,112.463632,35.4774861,0,118.140029,64.2142504,45.4111829,0,0,0,0,0
,,,,,,,,3509,39.5581395,35.5290698,65.9302326,27.1046512,26.005814,49.8139535,45.7848837,62.6337209,64.0988372,71.4244186,0,0,97.0639535,71.0581396,116.110465,36.627907,0,121.97093,66.2965116,46.8837209,0,0,0,0,37.6716512,33.8347238,62.7860853,25.8120573,24.7656225,47.4383756,43.6014481,59.6467811,61.0420274,68.0182591,0,0,92.4350701,67.6694475,110.573273,34.8811585,0,116.154258,63.1348969,44.6478829,0,0,0,0,39.5581397,35.5290701,65.9302328,27.1046509,26.0058143,49.8139532,45.7848836,62.6337209,64.0988375,71.424419,0,0,97.0639534,71.0581391,116.110465,36.6279067,0,121.97093,66.2965117,46.8837213,0,0,0,0,0
,,,,,,,,3510,42.6843147,38.3368382,71.1405245,29.2466601,28.0609847,53.7506185,49.403142,67.5834983,69.1643988,77.0689016,0,0,104.734661,76.6736764,125.286368,39.5225136,0,131.60997,71.5357496,50.5888174,0,0,0,0,38.7936408,34.8424367,64.656068,26.580828,25.5032268,48.8512514,44.9000472,61.4232646,62.8600661,70.0440737,0,0,95.1881001,69.6848733,113.86652,35.9200378,0,119.613726,65.0152684,45.9776484,0,0,0,0,42.6843149,38.3368385,71.1405248,29.2466598,28.060985,53.7506182,49.4031419,67.5834983,69.1643991,77.068902,0,0,104.734661,76.6736759,125.286368,39.5225133,0,131.60997,71.5357497,50.5888178,0,0,0,0,0
,,,,,,,,3511,45.5967343,40.9526225,75.9945572,31.2422068,29.9756309,57.4181099,52.773998,72.1948293,73.8835972,82.3274369,0,0,111.880876,81.9052449,133.834859,42.2191984,0,140.589931,76.4167491,54.040574,0,0,0,0,41.4456162,37.2243035,69.0760271,28.3979222,27.2466551,52.190776,47.9694633,65.6222257,67.1572485,74.8323627,0,0,101.695262,74.448607,121.650559,38.3755706,0,127.79065,69.4597828,49.1207304,0,0,0,0,45.5967345,40.9526228,75.9945575,31.2422065,29.9756312,57.4181096,52.7739979,72.1948293,73.8835975,82.3274374,0,0,111.880876,81.9052444,133.834859,42.2191981,0,140.58993,76.4167492,54.0405743,0,0,0,0,0
,,,,,,,,3512,47.440376,42.6084859,79.0672934,32.5054428,31.1876546,59.7397328,54.9078426,75.1139287,76.8709797,85.6562345,0,0,116.404626,85.2169718,139.246289,43.9262741,0,146.274493,79.5065561,56.2256309,0,0,0,0,43.9785928,39.4992917,73.2976547,30.1334803,28.9118527,55.3804502,50.9011491,69.6327719,71.2616087,79.4057926,0,0,107.910436,78.9985834,129.085314,40.7209193,0,135.600661,73.7048639,52.1227767,0,0,0,0,47.4403762,42.6084862,79.0672937,32.5054425,31.187655,59.7397325,54.9078425,75.1139287,76.87098,85.656235,0,0,116.404626,85.2169712,139.246289,43.9262737,0,146.274492,79.5065562,56.2256312,0,0,0,0,0
,,,,,,,,3513,49.4042553,44.3723404,82.3404255,33.8510638,32.4787234,62.212766,57.1808511,78.2234042,80.0531915,89.2021276,0,0,121.223404,88.7446808,145.010638,45.7446808,0,152.329787,82.7978723,58.5531915,0,0,0,0,46.8855659,42.1101842,78.1426098,32.1252951,30.8229183,59.0410829,54.2657012,74.2354793,75.9719817,84.6544939,0,0,115.043287,84.2203683,137.617818,43.412561,0,144.563828,78.5767354,55.5680781,0,0,0,0,49.4042555,44.3723408,82.3404259,33.8510635,32.4787238,62.2127656,57.1808509,78.2234042,80.0531918,89.2021281,0,0,121.223404,88.7446803,145.010638,45.7446805,0,152.329787,82.7978724,58.5531919,0,0,0,0,0
,,,,,,,,3514,51.782286,46.5081643,86.30381,35.4804552,34.0420584,65.2073231,59.9332014,81.9886195,83.906482,93.4957942,0,0,127.058387,93.0163286,151.990599,47.9465611,0,159.662049,86.7832756,61.3715982,0,0,0,0,48.9595467,43.9729262,81.5992444,33.5463561,32.1863686,61.6527625,56.666142,77.5192822,79.3325988,88.3991815,0,0,120.132221,87.9458523,143.705336,45.3329136,0,150.958602,82.0525736,58.0261294,0,0,0,0,51.7822862,46.5081647,86.3038104,35.4804549,34.0420588,65.2073228,59.9332012,81.9886195,83.9064823,93.4957947,0,0,127.058387,93.016328,151.990599,47.9465607,0,159.662048,86.7832757,61.3715986,0,0,0,0,0
,,,,,,,,3515,54.146957,48.6319891,90.2449283,37.1006927,35.5966106,68.1850569,62.6700891,85.7326819,87.7381247,97.765339,0,0,132.860589,97.2639783,158.931346,50.1360713,0,166.953117,90.746289,64.1741712,0,0,0,0,50.6595309,45.4997639,84.4325516,34.7111601,33.3039509,63.7934834,58.6337164,80.210924,82.0872029,91.4685975,0,0,124.303479,90.9995278,148.695105,46.9069731,0,156.20022,84.9016213,60.0409256,0,0,0,0,54.1469572,48.6319895,90.2449287,37.1006923,35.596611,68.1850566,62.6700889,85.7326819,87.738125,97.7653395,0,0,132.860589,97.2639776,158.931346,50.1360708,0,166.953117,90.7462891,64.1741716,0,0,0,0,0
,,,,,,,,3516,56.5116279,50.755814,94.1860465,38.7209302,37.1511628,71.1627907,65.4069768,89.4767442,91.5697675,102.034884,0,0,138.662791,101.511628,165.872093,52.3255814,0,174.244186,94.7093023,66.9767442,0,0,0,0,51.9685188,46.6754289,86.614198,35.6080592,34.1644892,65.4418385,60.1487486,82.2834881,84.2082481,93.8320479,0,0,127.515347,93.3508579,152.537227,48.1189989,0,160.236266,87.095388,61.5923186,0,0,0,0,56.5116282,50.7558144,94.1860469,38.7209298,37.1511632,71.1627903,65.4069766,89.4767442,91.5697678,102.034884,0,0,138.662791,101.511627,165.872093,52.325581,0,174.244186,94.7093025,66.9767446,0,0,0,0,0
,,,,,,,,3517,59.5843642,53.5155864,99.3072736,40.8263236,39.1712024,75.0321623,68.9633845,94.34191,96.5487383,107.58288,0,0,146.202375,107.031173,174.891143,55.1707076,0,183.718456,99.8589807,70.6185057,0,0,0,0,53.3455061,47.9121675,88.9091768,36.5515504,35.0697308,67.1758224,61.7424839,84.4637179,86.4394774,96.3182748,0,0,130.894066,95.824335,156.578939,49.3939871,0,164.481977,89.4031166,63.2243035,0,0,0,0,59.5843644,53.5155868,99.3072741,40.8263232,39.1712029,75.0321619,68.9633843,94.34191,96.5487386,107.58288,0,0,146.202375,107.031172,174.891143,55.1707071,0,183.718456,99.8589808,70.6185062,0,0,0,0,0
,,,,,,,,3518,62.389906,56.0353785,103.983177,42.7486393,41.0155864,78.5650668,72.2105393,98.7840178,101.094755,112.648441,0,0,153.086343,112.070757,183.125928,57.7684315,0,192.368877,104.560861,73.9435923,0,0,0,0,56.0994806,50.3856446,93.4991343,38.438533,36.8802141,70.6437903,64.9299543,88.8241775,90.9019361,101.290729,0,0,137.651503,100.771289,164.662364,51.9439635,0,172.973398,94.0185739,66.4882733,0,0,0,0,62.3899063,56.035379,103.983177,42.7486388,41.0155868,78.5650664,72.2105391,98.7840178,101.094756,112.648442,0,0,153.086343,112.070756,183.125928,57.768431,0,192.368876,104.560861,73.9435928,0,0,0,0,0
,,,,,,,,3519,65.0484908,58.4231816,108.414151,44.5702622,42.7633597,81.9129144,75.2876051,102.993444,105.402647,117.448664,0,0,159.609723,116.846363,190.929367,60.2300841,0,200.56618,109.016452,77.0945077,0,0,0,0,58.7684559,52.7827798,97.9474264,40.2672753,38.6348182,74.0047222,68.0190461,93.0500551,95.2266646,106.109712,0,0,144.200378,105.56556,172.496301,54.4152369,0,181.202739,98.4915788,69.6515033,0,0,0,0,65.0484911,58.4231821,108.414152,44.5702618,42.7633602,81.912914,75.2876049,102.993444,105.402648,117.448665,0,0,159.609723,116.846362,190.929366,60.2300836,0,200.56618,109.016452,77.0945082,0,0,0,0,0
,,,,,,,,3520,67.212766,60.3670213,112.021277,46.0531915,44.1861702,84.6382979,77.7925532,106.420213,108.909575,121.356383,0,0,164.920213,120.734043,197.281915,62.2340426,0,207.239362,112.643617,79.6595745,0,0,0,0,61.2844325,55.0424996,102.140721,41.9911853,40.2888399,77.1729891,70.9310562,97.0336849,99.3034787,110.652448,0,0,150.373839,110.084999,179.881159,56.744845,0,188.960334,102.708169,72.6334015,0,0,0,0,67.2127663,60.3670218,112.021277,46.053191,44.1861708,84.6382975,77.792553,106.420213,108.909575,121.356384,0,0,164.920213,120.734042,197.281915,62.234042,0,207.239361,112.643617,79.659575,0,0,0,0,0
,,,,,,,,3521,67.9208313,61.0029688,113.201386,46.5383474,44.6516576,85.5299357,78.6120733,107.541316,110.056903,122.634834,0,0,166.657595,122.005938,199.360218,62.8896586,0,209.422563,113.830282,80.498763,0,0,0,0,62.0154258,55.6990398,103.359043,42.492051,40.7694003,78.0934991,71.7771132,98.1910908,100.487958,111.972297,0,0,152.16748,111.39808,182.026759,57.4216905,0,191.21423,103.93326,73.4997639,0,0,0,0,67.9208316,61.0029693,113.201386,46.5383469,44.6516581,85.5299353,78.612073,107.541316,110.056903,122.634835,0,0,166.657595,122.005937,199.360217,62.8896581,0,209.422563,113.830282,80.4987635,0,0,0,0,0
,,,,,,,,3522,65.9703117,59.2511133,109.95052,45.2018803,43.3693716,83.0737259,76.3545275,104.452994,106.896338,119.113063,0,0,161.871598,118.502227,193.635082,61.083622,0,203.408461,110.561356,78.1870361,0,0,0,0,61.0124351,54.7982056,101.687392,41.8048166,40.1100268,76.8304738,70.6162443,96.6030222,98.862742,110.161341,0,0,149.706438,109.596411,179.082796,56.4929954,0,188.121675,102.252322,72.3110342,0,0,0,0,65.970312,59.2511138,109.95052,45.2018798,43.3693721,83.0737254,76.3545272,104.452994,106.896339,119.113064,0,0,161.871598,118.502226,193.635081,61.0836215,0,203.408461,110.561356,78.1870366,0,0,0,0,0
,,,,,,,,3523,63.5789213,57.1032905,105.964869,43.563335,41.7972539,80.0623454,73.5867145,100.666626,103.0214,114.795275,0,0,156.003835,114.206581,186.615908,58.8693716,0,196.035008,106.553563,75.3527957,0,0,0,0,59.8904455,53.7904927,99.8174091,41.036046,39.3724225,75.417598,69.3176452,94.8265387,97.0447033,108.135527,0,0,146.953408,107.580985,175.789548,55.4541162,0,184.662207,100.37195,70.9812687,0,0,0,0,63.5789216,57.1032909,105.964869,43.5633345,41.7972544,80.062345,73.5867143,100.666626,103.021401,114.795275,0,0,156.003835,114.20658,186.615908,58.8693711,0,196.035007,106.553563,75.3527962,0,0,0,0,0
,,,,,,,,3524,62.8307769,56.4313459,104.717961,43.0507175,41.3054181,79.1202375,72.7208065,99.4820633,101.809129,113.444458,0,0,154.16811,112.862692,184.419965,58.1766452,0,193.728229,105.299728,74.4661059,0,0,0,0,60.8934362,54.6913269,101.48906,41.7232803,40.031796,76.6806233,70.4785141,96.4146073,98.6699197,109.946482,0,0,149.41445,109.382654,178.733512,56.3828113,0,187.754762,102.052888,72.1699984,0,0,0,0,62.8307771,56.4313463,104.717962,43.050717,41.3054186,79.1202371,72.7208063,99.4820633,101.80913,113.444459,0,0,154.16811,112.862691,184.419965,58.1766447,0,193.728228,105.299728,74.4661064,0,0,0,0,0
,,,,,,,,3525,59.1702128,53.143617,98.6170213,40.5425532,38.8989362,74.5106383,68.4840425,93.6861702,95.8776596,106.835106,0,0,145.18617,106.287234,173.675532,54.787234,0,182.441489,99.1648936,70.1276596,0,0,0,0,57.5274674,51.6681883,95.8791123,39.4169684,37.8189832,72.4419959,66.5827168,91.0851566,93.2158036,103.869038,0,0,141.15536,103.336377,168.85377,53.2661735,0,177.376358,96.411774,68.1807021,0,0,0,0,59.170213,53.1436175,98.6170217,40.5425528,38.8989366,74.5106379,68.4840424,93.6861702,95.8776599,106.835107,0,0,145.18617,106.287233,173.675532,54.7872336,0,182.441489,99.1648937,70.12766,0,0,0,0,0
,,,,,,,,3526,52.5304305,47.1801089,87.5507175,35.9930727,34.5338941,66.149431,60.7991093,83.1731816,85.1187531,94.8466106,0,0,128.894112,94.3602177,154.186541,48.6392875,0,161.968827,88.0371103,62.258288,0,0,0,0,52.3935149,47.0571384,87.3225248,35.8992602,34.4438848,65.9770188,60.6406422,82.9563986,84.8968991,94.5994019,0,0,128.558162,94.1142768,153.784669,48.5125138,0,161.546671,87.80765,62.0960177,0,0,0,0,52.5304307,47.1801092,87.5507178,35.9930723,34.5338945,66.1494306,60.7991092,83.1731816,85.1187534,94.8466111,0,0,128.894112,94.3602171,154.186541,48.6392871,0,161.968827,88.0371104,62.2582884,0,0,0,0,0
,,,,,,,,3527,46.865908,42.0925285,78.1098466,32.1118258,30.8099951,59.0163286,54.242949,74.2043543,75.9401287,84.6190005,0,0,114.995052,84.1850569,137.560119,43.3943592,0,144.503216,78.5437902,55.5447798,0,0,0,0,47.3105619,42.4918936,78.8509366,32.4164961,31.1023139,59.5762632,54.7575948,74.9083897,76.6606328,85.4218479,0,0,116.086101,84.9837872,138.865261,43.8060759,0,145.874233,79.2889973,56.0717771,0,0,0,0,46.8659082,42.0925288,78.1098469,32.1118255,30.8099954,59.0163283,54.2429489,74.2043543,75.9401289,84.619001,0,0,114.995052,84.1850564,137.560119,43.3943589,0,144.503216,78.5437903,55.5447802,0,0,0,0,0
,,,,,,,,3528,43.1118258,38.7208066,71.8530431,29.5395844,28.3420337,54.2889659,49.8979466,68.2603909,69.8571252,77.8407967,0,0,105.783647,77.4416131,126.541193,39.9183573,0,132.92813,72.2522267,51.0954973,0,0,0,0,43.3835983,38.9648985,72.3059972,29.7257988,28.5206989,54.6311979,50.212498,68.6906973,70.2974972,78.3314969,0,0,106.450496,77.9297969,127.338895,40.1699984,0,133.766095,72.7076971,51.417598,0,0,0,0,43.111826,38.7208069,71.8530434,29.5395841,28.342034,54.2889656,49.8979464,68.2603909,69.8571255,77.8407971,0,0,105.783647,77.4416126,126.541192,39.9183569,0,132.928129,72.2522267,51.0954976,0,0,0,0,0
,,,,,,,,3529,41.0677882,36.8849579,68.4463137,28.1390401,26.9982682,51.7149926,47.5321623,65.023998,66.5450272,74.1501732,0,0,100.768184,73.7699159,120.541564,38.0257298,0,126.62568,68.826571,48.6729342,0,0,0,0,40.9866205,36.8120573,68.3110342,28.0834252,26.9449079,51.6127814,47.4382182,64.8954824,66.4135054,74.0036203,0,0,100.569023,73.6241146,120.303321,37.9505745,0,126.375413,68.6905399,48.5767354,0,0,0,0,41.0677884,36.8849582,68.446314,28.1390398,26.9982685,51.7149923,47.5321622,65.023998,66.5450274,74.1501736,0,0,100.768184,73.7699154,120.541563,38.0257295,0,126.62568,68.8265711,48.6729345,0,0,0,0,0
,,,,,,,,3530,39.4646215,35.4450767,65.7743691,27.040574,25.9443345,49.69619,45.6766452,62.4856507,63.9473033,71.2555665,0,0,96.8344879,70.8901534,115.835972,36.5413162,0,121.682583,66.1397823,46.7728847,0,0,0,0,39.524634,35.4989769,65.8743901,27.0816937,25.9837872,49.7717614,45.7461042,62.5806706,64.0445459,71.3639226,0,0,96.9817409,70.9979537,116.01212,36.5968834,0,121.867622,66.2403589,46.8440107,0,0,0,0,39.4646216,35.445077,65.7743694,27.0405737,25.9443348,49.6961897,45.6766451,62.4856507,63.9473035,71.2555669,0,0,96.8344877,70.8901529,115.835972,36.5413159,0,121.682583,66.1397824,46.772885,0,0,0,0,0
,,,,,,,,3531,38.716477,34.7731321,64.5274617,26.5279565,25.4524988,48.7540822,44.8107373,61.3010886,62.7350322,69.9047502,0,0,94.998763,69.5462643,113.64003,35.8485898,0,119.375804,64.8859476,45.886195,0,0,0,0,38.6066425,34.6744845,64.3444042,26.4526995,25.3802928,48.6157721,44.683614,61.127184,62.5570597,69.7064379,0,0,94.7292618,69.348969,113.317645,35.7468912,0,119.037148,64.7018731,45.7560208,0,0,0,0,38.7164772,34.7731324,64.527462,26.5279562,25.4524991,48.7540819,44.8107372,61.3010886,62.7350324,69.9047505,0,0,94.9987629,69.5462638,113.64003,35.8485895,0,119.375804,64.8859477,45.8861953,0,0,0,0,0
,,,,,,,,3532,39.3176645,35.3130876,65.5294408,26.9398812,25.8477239,49.5111331,45.5065561,62.2529688,63.7091786,70.9902276,0,0,96.473899,70.6261751,115.404626,36.4052449,0,121.229466,65.8934933,46.5987135,0,0,0,0,38.6576421,34.7202896,64.4294034,26.4876436,25.4138202,48.6799937,44.7426413,61.2079333,62.6396978,69.7985204,0,0,94.8543995,69.4405793,113.467338,35.794113,0,119.194396,64.7873446,45.8164647,0,0,0,0,39.3176647,35.3130879,65.5294411,26.9398809,25.8477242,49.5111328,45.506556,62.2529688,63.7091788,70.990228,0,0,96.4738989,70.6261747,115.404626,36.4052446,0,121.229465,65.8934934,46.5987138,0,0,0,0,0
,,,,,,,,3533,40.5868382,36.4529936,67.6447304,27.8095003,26.6820881,51.1093518,46.9755072,64.2624938,65.7657101,73.2817912,0,0,99.5880753,72.9059872,119.129886,37.5804058,0,125.142751,68.0205344,48.1029194,0,0,0,0,38.87864,34.9187785,64.7977333,26.6390682,25.5591059,48.9582874,44.9984259,61.5578467,62.9977963,70.1975444,0,0,95.396663,69.837557,114.116008,35.9987407,0,119.875807,65.1577207,46.0783881,0,0,0,0,40.5868384,36.4529939,67.6447306,27.8095,26.6820884,51.1093516,46.9755071,64.2624938,65.7657103,73.2817916,0,0,99.5880751,72.9059867,119.129886,37.5804054,0,125.142751,68.0205345,48.1029197,0,0,0,0,0
,,,,,,,,3534,44.1939634,39.6927264,73.6566056,30.281049,29.0534389,55.6516576,51.1504206,69.9737753,71.6105888,79.7946561,0,0,108.438892,79.3854527,129.717467,40.9203365,0,136.26472,74.065809,52.3780307,0,0,0,0,40.1196285,36.0333701,66.8660475,27.4893751,26.374941,50.5210137,46.4347552,63.5227451,65.0086573,72.4382181,0,0,98.4416811,72.0667401,117.758539,37.1478042,0,123.702188,67.2375256,47.5491893,0,0,0,0,44.1939636,39.6927267,73.6566059,30.2810487,29.0534392,55.6516573,51.1504204,69.9737753,71.6105891,79.7946565,0,0,108.438891,79.3854522,129.717466,40.9203361,0,136.26472,74.0658091,52.378031,0,0,0,0,0
,,,,,,,,3535,48.0415636,43.1484414,80.0692726,32.9173676,31.5828798,60.4967838,55.6036615,76.065809,77.8451262,86.741712,0,0,117.879763,86.2968827,141.010886,44.4829292,0,148.128154,80.5141019,56.9381494,0,0,0,0,43.1626004,38.7664096,71.9376673,29.5743743,28.3754132,54.3529042,49.9567134,68.3407839,69.9393987,77.9324729,0,0,105.908232,77.5328192,126.690225,39.9653707,0,133.084684,72.337321,51.1556745,0,0,0,0,48.0415638,43.1484417,80.0692729,32.9173673,31.5828801,60.4967834,55.6036614,76.065809,77.8451264,86.7417125,0,0,117.879762,86.2968822,141.010885,44.4829289,0,148.128154,80.514102,56.9381498,0,0,0,0,0
,,,,,,,,3536,51.0074221,45.8122217,85.0123701,34.9495299,33.5326571,64.2315685,59.0363681,80.7617516,82.6509154,92.0967343,0,0,125.1571,91.6244433,149.71623,47.2290945,0,157.272885,85.484661,60.453241,0,0,0,0,46.5795687,41.8353534,77.6326145,31.9156304,30.6217535,58.6557532,53.9115379,73.7509838,75.476153,84.1019991,0,0,114.29246,83.6707067,136.71966,43.1292303,0,143.620337,78.0639068,55.2054148,0,0,0,0,51.0074223,45.812222,85.0123704,34.9495296,33.5326575,64.2315682,59.036368,80.7617516,82.6509157,92.0967348,0,0,125.1571,91.6244427,149.716229,47.2290941,0,157.272884,85.4846611,60.4532414,0,0,0,0,0
,,,,,,,,3537,53.9198417,48.428006,89.8664028,36.9450767,35.4473033,67.8990599,62.4072242,85.3730827,87.3701138,97.3552697,0,0,132.303315,96.8560119,158.264721,49.9257793,0,166.252845,90.3656606,63.9049976,0,0,0,0,50.5065323,45.3623485,84.1775539,34.6063277,33.2033685,63.6008185,58.4566347,79.9686762,81.8392885,91.1923501,0,0,123.928066,90.724697,148.246026,46.7653077,0,155.728475,84.645207,59.8595939,0,0,0,0,53.9198419,48.4280064,89.8664032,36.9450763,35.4473038,67.8990595,62.407224,85.3730827,87.3701142,97.3552702,0,0,132.303315,96.8560113,158.26472,49.9257789,0,166.252845,90.3656607,63.904998,0,0,0,0,0
,,,,,,,,3538,57.7273627,51.8477239,96.2122712,39.5539337,37.9503959,72.693716,66.8140772,91.4016576,93.5397081,104.22996,0,0,141.645844,103.695448,169.4405,53.4512618,0,177.992702,96.7467838,68.4176151,0,0,0,0,54.4164961,48.8740752,90.6941602,37.285377,35.7738076,68.5244766,62.9820557,86.1594522,88.174878,98.2520069,0,0,133.521958,97.7481505,159.722493,50.3856446,0,167.784196,91.1980167,64.493625,0,0,0,0,57.7273629,51.8477243,96.2122716,39.5539333,37.9503963,72.6937156,66.814077,91.4016576,93.5397084,104.229961,0,0,141.645843,103.695447,169.4405,53.4512613,0,177.992701,96.7467839,68.4176155,0,0,0,0,0
,,,,,,,,3539,62.2963879,55.9513855,103.827313,42.6845621,40.9541069,78.4473033,72.1023008,98.6359475,100.943221,112.479589,0,0,152.856878,111.902771,182.851435,57.6818407,0,192.080529,104.404132,73.8327561,0,0,0,0,57.7314654,51.8514088,96.2191091,39.5567448,37.953093,72.6988824,66.8188258,91.4081536,93.546356,104.237368,0,0,141.655911,103.702818,169.452542,53.4550606,0,178.005352,96.7536597,68.4224776,0,0,0,0,62.2963882,55.9513859,103.827314,42.6845616,40.9541074,78.4473029,72.1023006,98.6359475,100.943222,112.47959,0,0,152.856878,111.90277,182.851435,57.6818402,0,192.080529,104.404132,73.8327565,0,0,0,0,0
,,,,,,,,3540,67.1192479,60.2830282,111.865413,45.9891143,44.1246908,84.5205344,77.6843147,106.272143,108.758041,121.187531,0,0,164.690747,120.566056,197.007422,62.1474518,0,206.951014,112.486888,79.5487383,0,0,0,0,60.7744373,54.5844483,101.290729,41.6417441,39.9535653,76.5307729,70.3407839,96.2261924,98.4770975,109.731623,0,0,149.122462,109.168897,178.384228,56.2726271,0,187.387848,101.853455,72.0289627,0,0,0,0,67.1192482,60.2830287,111.865414,45.9891138,44.1246913,84.520534,77.6843145,106.272143,108.758041,121.187532,0,0,164.690747,120.566056,197.007422,62.1474512,0,206.951014,112.486888,79.5487388,0,0,0,0,0
,,,,,,,,3541,71.9821871,64.650668,119.970312,49.3211282,47.321623,90.6442355,83.3127165,113.971796,116.637803,129.967838,0,0,176.622959,129.301336,211.281049,66.6501732,0,221.945077,120.636814,85.3122217,0,0,0,0,63.6814104,57.1953408,106.135684,43.6335589,41.8646309,80.1914056,73.7053361,100.8289,103.187471,114.980324,0,0,156.255312,114.390682,186.916732,58.9642688,0,196.351015,106.725327,75.4742641,0,0,0,0,71.9821874,64.6506685,119.970312,49.3211276,47.3216235,90.6442351,83.3127163,113.971796,116.637804,129.967838,0,0,176.622959,129.301335,211.281049,66.6501726,0,221.945076,120.636814,85.3122223,0,0,0,0,0
,,,,,,,,3542,76.7783276,68.9583127,127.963879,52.6073726,50.4746413,96.6838199,88.863805,121.565685,124.409327,138.627536,0,0,188.391267,137.916625,225.35861,71.091044,0,236.733177,128.67479,90.9965364,0,0,0,0,67.8123721,60.9055564,113.02062,46.4640327,44.5803557,85.3933575,78.4865418,107.369589,109.881159,122.439005,0,0,166.391469,121.811113,199.04187,62.7892334,0,209.088147,113.648513,80.3702188,0,0,0,0,76.7783279,68.9583133,127.96388,52.607372,50.4746419,96.6838194,88.8638048,121.565685,124.409328,138.627537,0,0,188.391266,137.916625,225.358609,71.0910434,0,236.733176,128.67479,90.996537,0,0,0,0,0
,,,,,,,,3543,79.891143,71.7540821,133.151905,54.7402276,52.5210292,100.603662,92.4666007,126.49431,129.453241,144.247897,0,0,196.029194,143.508164,234.495299,73.9732806,0,246.331024,133.891638,94.6857991,0,0,0,0,72.2323312,64.8753345,120.387219,49.4925232,47.4860696,90.9592319,83.6022352,114.367858,117.043129,130.419487,0,0,177.236739,129.750669,212.015268,66.8817881,0,222.716355,121.056037,85.6086888,0,0,0,0,79.8911433,71.7540827,133.151906,54.740227,52.5210298,100.603661,92.4666004,126.49431,129.453242,144.247898,0,0,196.029193,143.508163,234.495299,73.9732799,0,246.331024,133.891638,94.6857998,0,0,0,0,0
