Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24,Demand_MW_z25,
,,,,,,,,4600,77.4863932,69.59426084,129.1439887,53.09252788,50.94012926,97.57545719,89.68332484,122.6867887,125.5566556,139.9059879,0,0,190.1286489,139.1885196,227.4369121,71.74665946,0,238.9163775,129.8614549,91.8357255,0,0,0,0,0,
,,,,,,,,4601,75.76298895,68.0463885,126.2716483,51.91167684,49.80715053,95.40524446,87.68864401,119.9580653,122.7641024,136.7942858,0,0,185.8999255,136.092775,222.3784015,70.15091481,0,233.6025478,126.973157,89.79317231,0,0,0,0,0,
,,,,,,,,4602,72.98416656,65.55059431,121.6402776,50.00766893,47.9803321,91.90598667,84.47241441,115.5582632,118.2613809,131.7769676,0,0,179.0815188,131.1011867,214.2220432,67.57793114,0,225.0345121,122.3160565,86.49975318,0,0,0,0,0,
,,,,,,,,4603,70.21870392,63.06679915,117.0311732,48.11281493,46.16229646,88.42355226,81.27164749,111.1796141,113.7803072,126.7837711,0,0,172.2958929,126.1335964,206.1048983,65.01731762,0,216.507669,117.681346,83.22216782,0,0,0,0,0,
,,,,,,,,4604,69.48391914,62.40685355,115.8065319,47.60935129,45.67924349,87.49826773,80.42120214,110.0162048,112.5896837,125.4570764,0,0,170.4929488,124.8137053,203.9481689,64.33696135,0,214.2420826,116.4499012,82.35131177,0,0,0,0,0,
,,,,,,,,4605,66.73181621,59.9350574,111.2196937,45.72365116,43.86999063,84.03265667,77.23589785,105.6587086,108.1302577,120.4880016,0,0,163.7401037,119.870113,195.8702372,61.78871793,0,205.756432,111.8375805,79.08956015,0,0,0,0,0,
,,,,,,,,4606,61.70856036,55.42342944,102.8476006,42.28179072,40.567665,77.70707528,71.42194436,97.70522016,99.99072276,111.4182341,0,0,151.4145222,110.8468572,181.1260511,57.13755516,0,190.2680599,103.4189758,73.13607172,0,0,0,0,0,
,,,,,,,,4607,56.71202397,50.93579952,94.52003995,38.85823806,37.28290494,71.41514063,65.63891618,89.79403758,91.89448324,102.3967101,0,0,139.1545025,101.8715975,166.4602916,52.51113264,0,174.8620728,95.04515099,67.2142508,0,0,0,0,0,
,,,,,,,,4608,53.14497794,47.73206371,88.57496323,36.41415101,34.93790244,66.92330493,61.5103907,84.14621472,86.11454755,95.95621029,0,0,130.4020285,95.46412603,155.990351,49.20831228,0,163.8636809,89.06704609,62.98664068,0,0,0,0,0,
,,,,,,,,4609,50.32607641,45.20027251,83.87679401,34.48268147,33.08473567,63.37357711,58.24777321,79.68295398,81.54688303,90.86652696,0,0,123.4852794,90.4005437,147.7163531,46.59821831,0,155.1720679,84.34277594,59.64572033,0,0,0,0,0,
,,,,,,,,4610,48.6427513,43.68839718,81.07125217,33.32929206,31.97810527,61.2538344,56.29948028,77.01768924,78.81927291,87.82718996,0,0,119.3548983,87.37679308,142.7754822,45.03958397,0,149.9818156,81.52164777,57.65066835,0,0,0,0,0,
,,,,,,,,4611,47.09302345,42.29651197,78.48837241,32.26744151,30.95930269,59.30232527,54.50581379,74.56395348,76.30813981,85.02907022,0,0,115.5523254,84.5930227,138.226744,43.60465079,0,145.203488,78.92441868,55.81395385,0,0,0,0,0,
,,,,,,,,4612,46.63879288,41.88854562,77.73132146,31.95620946,30.66068815,58.73033122,53.98008397,73.84475508,75.57211805,84.20893169,0,0,114.4377782,83.77709002,136.8934931,43.18406693,0,143.8029438,78.1631619,55.27560651,0,0,0,0,0,
,,,,,,,,4613,46.07768452,41.38458719,76.79614087,31.57174633,30.29181136,58.02375034,53.33065301,72.95633352,74.6629147,83.19581937,0,0,113.0609845,82.76917317,135.2465362,42.66452216,0,142.0728597,77.22278586,54.6105892,0,0,0,0,0,
,,,,,,,,4614,46.73231095,41.97253871,77.88718491,32.02028665,30.72216762,58.84809472,54.08832248,73.99282536,75.72365197,84.37778376,0,0,114.6672438,83.94507618,137.167986,43.27065774,0,144.0912912,78.31989126,55.38644274,0,0,0,0,0,
,,,,,,,,4615,52.18307791,46.86813498,86.97179651,35.75507136,34.30554222,65.71202342,60.39708049,82.62320634,84.55591324,94.21944633,0,0,128.0418108,93.73626858,153.1669963,48.31766412,0,160.8978225,87.45497289,61.846611,0,0,0,0,0,
,,,,,,,,4616,58.04799629,52.13570059,96.74666049,39.77362649,38.16118305,73.09747613,67.18518043,91.90932708,94.05925321,104.8088823,0,0,142.4325827,104.2713996,170.3816178,53.74814403,0,178.9813208,97.28414164,68.79762541,0,0,0,0,0,
,,,,,,,,4617,63.53884243,57.0672939,105.8980707,43.53587286,41.770906,80.01187491,73.54032637,100.6031668,102.9564576,114.7229101,0,0,155.9054921,114.1345861,186.4982679,58.83226076,0,195.9114296,106.486393,75.30529492,0,0,0,0,0,
,,,,,,,,4618,69.17664553,62.13087633,115.2944092,47.39881197,45.47723955,87.1113306,80.0655614,109.5296883,112.0917867,124.9022768,0,0,169.7389904,124.2617508,203.046264,64.05244875,0,213.2946557,115.9349334,81.98713565,0,0,0,0,0,
,,,,,,,,4619,73.87926799,66.354528,123.1321133,50.62097916,48.56877841,93.03315141,85.50841143,116.9755072,119.7117768,133.3931229,0,0,181.2778325,132.7090541,216.8493316,68.40672875,0,227.7944082,123.8161802,87.56061413,0,0,0,0,0,
,,,,,,,,4620,77.25927791,69.39027767,128.7654632,52.93691185,50.79082199,97.28946017,89.42045993,122.3271895,125.1886447,139.4959186,0,0,189.5713753,138.7805533,226.7702866,71.53636753,0,238.2161054,129.4808265,91.56655183,0,0,0,0,0,
,,,,,,,,4621,80.71944616,72.49802138,134.5324103,55.30776784,53.06556224,101.646709,93.42528426,127.8057892,130.7953988,145.7434446,0,0,198.0616029,144.9960406,236.9265212,74.74022698,0,248.8849574,135.2798121,95.66749198,0,0,0,0,0,
,,,,,,,,4622,83.47154908,74.96981754,139.1192485,57.19346796,54.8748151,105.1123201,96.61058855,132.1632855,135.2548248,150.7125194,0,0,204.814448,149.9396329,245.0044529,77.2884704,0,257.370608,139.8921328,98.9292436,0,0,0,0,0,
,,,,,,,,4623,85.35527001,76.66167801,142.2587834,58.48416561,56.1131872,107.4844131,98.79082108,135.1458436,138.3071504,154.1136822,0,0,209.436541,153.3233538,250.5335226,79.03265642,0,263.1787475,143.0491095,101.1618017,0,0,0,0,0,
,,,,,,,,4624,86.50420619,77.69359291,144.173677,59.27139965,56.86850636,108.9312216,100.1206083,136.9649926,140.1688526,156.1881503,0,0,212.2556899,155.3871835,253.905863,80.0964862,0,266.7213007,144.9746414,102.5235039,0,0,0,0,0,
,,,,,,,,4625,85.87629923,77.12963943,143.1271654,58.84116711,56.45571567,108.1405239,99.39386415,135.9708065,139.1514107,155.0544293,0,0,210.7149923,154.2592766,252.0628398,79.51509087,0,264.7852542,143.9223159,101.7793179,0,0,0,0,0,
,,,,,,,,4626,83.45818937,74.95781854,139.0969823,57.18431408,54.86603233,105.0954967,96.59512591,132.1421326,135.2331772,150.6883977,0,0,204.7816672,149.9156349,244.9652396,77.27610029,0,257.3294156,139.8697429,98.91340987,0,0,0,0,0,
,,,,,,,,4627,79.81098498,71.68208866,133.0183083,54.6853037,52.46833313,100.5027209,92.37382457,126.3673924,129.3233552,144.1031675,0,0,195.8325083,143.3641752,234.2600194,73.89905923,0,246.0838688,133.7572985,94.59079725,0,0,0,0,0,
,,,,,,,,4628,77.66006959,69.75024797,129.4334493,53.21152837,51.05430541,97.7941608,89.88433918,122.9617763,125.8380757,140.2195703,0,0,190.5547993,139.5004939,227.9466844,71.90747093,0,239.4518797,130.1525236,92.04156419,0,0,0,0,0,
,,,,,,,,4629,73.01088599,65.57459231,121.68481,50.02597669,47.99789764,91.93963335,84.50333968,115.600569,118.3046763,131.825211,0,0,179.1470803,131.1491827,214.3004697,67.60267136,0,225.116897,122.3608363,86.53142064,0,0,0,0,0,
,,,,,,,,4630,67.34636346,60.48701187,112.2439391,46.14472983,44.27399855,84.80653097,77.94717939,106.6317417,109.1260519,121.5976008,0,0,165.2480205,120.974022,197.6740472,62.35774315,0,207.651286,112.8675162,79.81791245,0,0,0,0,0,
,,,,,,,,4631,61.92231593,55.61541361,103.2038599,42.42825287,40.70818949,77.97624896,71.66934664,98.04366648,100.337086,111.8041817,0,0,151.9390151,111.2308256,181.7534633,57.33547699,0,190.9271396,103.7772143,73.38941165,0,0,0,0,0,
,,,,,,,,4632,57.8743199,51.97971346,96.45719983,39.654626,38.0470069,72.87877253,66.98416608,91.63433946,93.77783313,104.4952999,0,0,142.0064323,103.9594254,169.8718454,53.58733256,0,178.4458185,96.99307287,68.59178672,0,0,0,0,0,
,,,,,,,,4633,54.84166276,49.25593805,91.40277127,37.57669429,36.05331561,69.05987098,63.47414627,86.83263234,88.86380536,99.01966899,0,0,134.5651903,98.51187465,160.9704351,50.77931673,0,169.0951258,91.91056416,64.99752639,0,0,0,0,0,
,,,,,,,,4634,52.43691266,47.09611619,87.39485443,35.92899517,34.47241507,66.03166717,60.69087071,83.02511136,84.96721954,94.67775908,0,0,128.6646461,94.19223099,153.9120483,48.55269629,0,161.6804797,87.88038113,62.14745219,0,0,0,0,0,
,,,,,,,,4635,50.66006948,45.50024777,84.43344913,34.71152857,33.30430519,63.79416097,58.63433927,80.21177634,82.08807551,91.46957,0,0,124.3047994,91.00049421,148.6966846,46.90747115,0,156.2018799,84.90252359,60.04156397,0,0,0,0,0,
,,,,,,,,4636,49.29737773,44.2763487,82.16229622,33.77783238,32.40846154,62.07817879,57.05714975,78.05418108,79.88001017,89.00915434,0,0,120.9611576,88.55269609,144.6969319,45.64571954,0,152.000247,82.61875316,58.4265219,0,0,0,0,0,
,,,,,,,,4637,47.98812487,43.10044566,79.98020812,32.88075174,31.54774901,60.42949002,55.54181081,75.9811974,77.75853564,86.64522557,0,0,117.7486391,86.20089006,140.8540324,44.43344839,0,147.9633841,80.42454237,56.87481481,0,0,0,0,0,
,,,,,,,,4638,49.28401802,44.26434969,82.14003003,33.76867851,32.39967876,62.06135544,57.04168712,78.0330282,79.85836249,88.98503264,0,0,120.9283769,88.52869809,144.6577187,45.63334944,0,151.9590546,82.59636327,58.41068816,0,0,0,0,0,
,,,,,,,,4639,53.82632383,48.34401327,89.71053972,36.88099911,35.38582428,67.78129605,62.29898548,85.22501238,87.21858025,97.18641815,0,0,132.0738494,96.68802512,157.9902274,49.8391881,0,165.9644974,90.20893133,63.79416174,0,0,0,0,0,
,,,,,,,,4640,60.30578947,54.16353335,100.5096491,41.32063291,39.64547302,75.94062307,69.79836695,95.48416626,97.71771437,108.8854533,0,0,147.9725381,108.3270651,177.0086588,55.83869324,0,185.9428497,101.0680357,71.47352844,0,0,0,0,0,
,,,,,,,,4641,66.50470093,59.73107422,110.8411682,45.56803514,43.72068336,83.74665964,76.97303294,105.2991094,107.7622468,120.0779324,0,0,163.18283,119.4621467,195.2036118,61.578426,0,205.0561599,111.4569521,78.82038648,0,0,0,0,0,
,,,,,,,,4642,73.49183602,66.0065567,122.4863934,50.35551652,48.31407776,92.54527413,85.05999481,116.3620732,119.0839935,132.693593,0,0,180.3271892,132.0131115,215.7121471,68.04799546,0,226.5998263,123.166873,87.1014355,0,0,0,0,0,
,,,,,,,,4643,79.11627941,71.05814013,131.8604657,54.20930175,52.01162854,99.62790648,91.5697672,125.2674419,128.1976749,142.848838,0,0,194.1279067,142.1162782,232.2209299,73.25581334,0,243.94186,132.5930234,93.7674425,0,0,0,0,0,
,,,,,,,,4644,83.33795187,74.84982745,138.8965865,57.10192913,54.78698731,104.9440866,96.45596214,131.9517566,135.0383479,150.4713022,0,0,204.48664,149.6996527,244.6123203,77.16476927,0,256.9586833,139.6682337,98.77090617,0,0,0,0,0,
,,,,,,,,4645,86.59772426,77.777586,144.3295404,59.33547684,56.92998584,109.0489851,100.2288468,137.1130628,140.3203865,156.3570023,0,0,212.4851555,155.5551697,254.1803559,80.183077,0,267.0096481,145.1313708,102.6343401,0,0,0,0,0,
,,,,,,,,4646,89.02919383,79.96140589,148.3819897,61.00148375,58.52845195,112.1108356,103.0430477,140.9628896,144.2602677,160.7471557,0,0,218.4512614,159.9228094,261.3171693,82.43443769,0,274.5066792,149.2063336,105.5160818,0,0,0,0,0,
,,,,,,,,4647,90.55220226,81.3292931,150.9203371,62.04502654,59.52968898,114.0286981,104.8057889,143.3743196,146.7281054,163.497032,0,0,222.1882728,162.6585838,265.787481,83.84463066,0,279.2026218,151.7587829,107.3211289,0,0,0,0,0,
,,,,,,,,4648,91.35378565,82.04923374,152.2563094,62.5942596,60.05665585,115.0380994,105.7335475,144.6434933,148.0269674,164.9443354,0,0,224.1551209,164.0984651,268.1402767,84.58683749,0,281.6741706,153.1021773,108.2711536,0,0,0,0,0,
,,,,,,,,4649,90.51212308,81.29329606,150.8535385,62.01756488,59.50334063,113.978228,104.759401,143.3108609,146.6631623,163.4246669,0,0,222.0899304,162.5865897,265.6698412,83.80752031,0,279.0790444,151.6916132,107.2736276,0,0,0,0,0,
,,,,,,,,4650,87.8936174,78.94149003,146.4893623,60.22340361,57.78191559,110.6808505,101.7287231,139.1648936,142.4202133,158.6968094,0,0,215.6648933,157.8829777,257.9840422,81.38297805,0,271.0053186,147.3031917,104.1702135,0,0,0,0,0,
,,,,,,,,4651,83.67194494,75.14980271,139.4532416,57.33077623,55.00655683,105.3646704,96.84252819,132.4805789,135.5795404,151.0743452,0,0,205.30616,150.2996032,245.5926518,77.47402211,0,257.9884952,140.2279814,99.16674981,0,0,0,0,0,
,,,,,,,,4652,81.00000034,72.7500006,135.0000006,55.4999994,53.25000064,101.9999995,93.74999974,128.25,131.2500005,146.2500008,0,0,198.7499997,145.4999991,237.7499996,74.99999936,0,249.7499994,135.7500002,96.00000064,0,0,0,0,0,
,,,,,,,,4653,75.96338477,68.22637364,126.6056413,52.04898508,49.93889223,95.65759475,87.92058361,120.2753587,123.0888179,137.1561116,0,0,186.3916375,136.4527453,222.9666003,70.33646649,0,234.2204349,127.3090056,90.03067847,0,0,0,0,0,
,,,,,,,,4654,69.49727885,62.41885255,115.8287981,47.61850517,45.68802627,87.51509107,80.43666477,110.0373577,112.6113314,125.4811981,0,0,170.5257295,124.8377033,203.9873821,64.34933145,0,214.2832751,116.472291,82.36714551,0,0,0,0,0,
,,,,,,,,4655,63.752598,57.25927807,106.25433,43.68233501,41.91143049,80.28104859,73.78772865,100.9416131,103.3028208,115.1088576,0,0,156.4299849,114.5185545,187.1256801,59.03018259,0,196.5705092,106.8446315,75.55863485,0,0,0,0,0,
,,,,,,,,4656,59.38396858,53.33560162,98.97328096,40.6890149,39.03946113,74.77981158,68.73144463,94.02461652,96.22402311,107.2210545,0,0,145.7106628,106.6712017,174.3029438,54.98515539,0,183.1005686,99.52313222,70.38099997,0,0,0,0,0,
,,,,,,,,4657,56.40475037,50.65982229,94.00791728,38.64769875,37.08090099,71.0282035,65.28327543,89.30752104,91.3965862,101.8419105,0,0,138.4005441,101.3196431,165.5583867,52.22662005,0,173.9146458,94.53018319,66.85007467,0,0,0,0,0,
,,,,,,,,4658,53.74616547,48.27201919,89.57694246,36.82607579,35.33312758,67.68035589,62.20620961,85.09809498,87.08869402,97.04168778,0,0,131.8771645,96.54403696,157.7549478,49.7649674,0,165.7173425,90.07459186,63.69915924,0,0,0,0,0,
,,,,,,,,4659,51.82236537,46.54416168,86.37060895,35.50791648,34.06840713,65.25779282,59.97958913,82.05207816,83.97142533,93.56815981,0,0,127.1567291,93.08832199,152.1082382,47.98367103,0,159.7856255,86.8504454,61.41909985,0,0,0,0,0,
,,,,,,,,4660,51.52845148,46.28018346,85.88075246,35.30653104,33.87518596,64.88767903,59.63941102,81.5867145,83.49517597,93.03748195,0,0,126.4355515,92.56036556,151.2455465,47.71152854,0,158.879391,86.35786749,61.07075746,0,0,0,0,0,
,,,,,,,,4661,52.14299873,46.83213794,86.90499788,35.7276097,34.27919387,65.66155334,60.35069255,82.55974764,84.49097012,94.14708115,0,0,127.9434684,93.6642745,153.0493565,48.28055377,0,160.774245,87.38780315,61.79910975,0,0,0,0,0,
,,,,,,,,4662,55.32261279,49.68790244,92.20435466,37.90623412,36.36949573,69.66551176,64.0308014,87.59413656,89.64312254,99.888051,0,0,135.7452991,99.37580341,162.3821125,51.22464083,0,170.578055,92.71660079,65.56754125,0,0,0,0,0,
,,,,,,,,4663,60.038595,53.92355314,100.064325,41.13755522,39.46981739,75.60415597,69.4891141,95.06110836,97.28476038,108.4030189,0,0,147.3169221,107.8471047,176.2243936,55.59129097,0,185.1190001,100.6202376,71.15685351,0,0,0,0,0,
,,,,,,,,4664,65.44928282,58.7831524,109.082138,44.8448783,43.02684367,82.41761464,75.75148422,103.6280307,106.0520786,118.1723163,0,0,160.5931467,117.5663031,192.1057642,60.60118703,0,201.8019541,109.6881496,77.56952057,0,0,0,0,0,
,,,,,,,,4665,70.19198446,63.04280111,116.9866408,48.09450715,46.14473088,88.38990553,81.24072218,111.1373083,113.7370118,126.7355276,0,0,172.2303313,126.0856004,206.0264717,64.99257738,0,216.425284,117.6365662,83.1905003,0,0,0,0,0,
,,,,,,,,4666,75.09500277,67.44643795,125.158338,51.45398261,49.36801147,94.56407668,86.91551186,118.9004206,121.6817174,135.5881996,0,0,184.2608854,134.8928739,220.4177384,69.53240909,0,231.5429237,125.8536617,89.00148499,0,0,0,0,0,
,,,,,,,,4667,79.77090584,71.64609165,132.9515097,54.65784207,52.4419848,100.4522509,92.32743667,126.3039337,129.2584122,144.0308024,0,0,195.734166,143.2921812,234.1423797,73.86194892,0,245.9602914,133.6901288,94.54329604,0,0,0,0,0,
,,,,,,,,4668,83.97921855,75.42577993,139.9653642,57.54131555,55.20856077,105.7516076,97.19816894,132.9670955,136.0774374,151.6291448,0,0,206.0601184,150.8515576,246.4945567,77.75853471,0,258.9359222,140.7429492,99.53092593,0,0,0,0,0,
,,,,,,,,4669,88.06729379,79.09747716,146.778823,60.3424041,57.89609174,110.8995541,101.9297375,139.4398813,142.7016334,159.0103918,0,0,216.0910437,158.194952,258.4938146,81.54378952,0,271.5408208,147.5942604,104.3760522,0,0,0,0,0,
,,,,,,,,4670,91.44730368,82.13322679,152.4121728,62.65833677,60.1181353,115.1558628,105.8417859,144.7915636,148.1785013,165.1131874,0,0,224.3845865,164.2664512,268.4147695,84.67342826,0,281.9625179,153.2589066,108.3819898,0,0,0,0,0,
,,,,,,,,4671,94.21276636,84.61702198,157.0212773,64.5531908,61.93617096,118.6382973,109.0425529,149.1702128,152.659575,170.1063839,0,0,231.1702124,169.2340415,276.5319145,87.23404182,0,290.4893611,157.8936172,111.6595752,0,0,0,0,0,
,,,,,,,,4672,94.85403304,85.19297446,158.0900551,64.99257722,62.35774443,119.4458183,109.7847597,150.1855517,153.6986646,171.2642265,0,0,232.7436908,170.3859464,278.4141509,87.82780725,0,292.4666,158.9683327,112.419595,0,0,0,0,0,
,,,,,,,,4673,93.90549272,84.34104473,156.5091545,64.34265145,61.73416699,118.2513601,108.6869121,148.6836962,152.1616779,169.5515843,0,0,230.416254,168.682087,275.6300094,86.94952919,0,289.541934,157.3786493,111.295399,0,0,0,0,0,
,,,,,,,,4674,90.76595783,81.52127727,151.2765964,62.19148869,59.67021348,114.2978718,105.0531912,143.712766,147.0744686,163.8829796,0,0,222.7127656,163.0425521,266.4148932,84.04255248,0,279.8617015,152.1170214,107.5744688,0,0,0,0,0,
,,,,,,,,4675,85.98317701,77.22563152,143.305295,58.91439818,56.52597792,108.2751108,99.51756529,136.1400297,139.3245923,155.2474031,0,0,210.9772387,154.4512608,252.3765459,79.61405178,0,265.1147941,144.1014351,101.9059878,0,0,0,0,0,
,,,,,,,,4676,83.16427544,74.69384028,138.6071257,56.98292862,54.67281113,104.7253829,96.25494776,131.6767689,134.7569277,150.1577197,0,0,204.0604895,149.3876784,244.1025478,77.00395777,0,256.423181,139.3771649,98.56506743,0,0,0,0,0,
,,,,,,,,4677,78.19445852,70.2302084,130.3240975,53.57768374,51.40561665,98.467095,90.50284488,123.8078921,126.7039837,141.1844392,0,0,191.8660314,140.4604147,229.5152149,72.40227549,0,241.0995789,131.0481199,92.67491403,0,0,0,0,0,
,,,,,,,,4678,70.59277613,63.40277142,117.6546269,48.36912366,46.4082143,88.89460616,81.70460144,111.7718951,114.3864428,127.4591793,0,0,173.2137553,126.805541,207.2028695,65.36368078,0,217.6610583,118.3082633,83.66551266,0,0,0,0,0,
,,,,,,,,4679,63.83275632,57.33127211,106.3879272,43.73725831,41.96412717,80.38198869,73.88050449,101.0685304,103.432707,115.2535879,0,0,156.6266697,114.6625425,187.3609596,59.10440325,0,196.8176641,106.9789709,75.65363731,0,0,0,0,0,
,,,,,,,,4680,59.1034144,53.08362241,98.50569066,40.49678333,38.85502273,74.42652114,68.40672915,93.58040574,95.76942143,106.7144983,0,0,145.022266,106.1672433,173.4794653,54.72538301,0,182.2355266,99.0529442,70.04849131,0,0,0,0,0,
,,,,,,,,4681,55.91044062,50.21585891,93.18406769,38.30900503,36.7559381,70.40573938,64.71115767,88.52486394,90.59562133,100.9494068,0,0,137.1876544,100.4317163,164.1074961,51.76892584,0,172.3905241,93.70175667,66.26422608,0,0,0,0,0,
,,,,,,,,4682,53.01138073,47.61207362,88.35230121,36.32261218,34.85007464,66.7550714,61.3557643,83.9346858,85.89807058,95.71499309,0,0,130.0742205,95.22414585,155.5982185,49.08461116,0,163.4517562,88.84314706,62.82830324,0,0,0,0,0,
,,,,,,,,4683,51.28797648,46.06420128,85.4799608,35.14176114,33.71709591,64.58485867,59.36108347,81.20596242,83.10551741,92.60329098,0,0,125.8454971,92.12840122,150.5397079,47.48886651,0,158.1379265,85.95484921,60.78575005,0,0,0,0,0,
,,,,,,,,4684,50.71350837,45.54824382,84.52251395,34.7481441,33.33943632,63.86145439,58.69618984,80.29638792,82.17466631,91.56605689,0,0,124.4359226,91.09648629,148.8535376,46.9569516,0,156.3666498,84.99208321,60.10489896,0,0,0,0,0,
,,,,,,,,4685,51.1276598,45.92021316,85.21276633,35.03191452,33.61170254,64.38297841,59.17553176,80.95212768,82.84574501,92.31383031,0,0,125.4521275,91.84042496,150.0691487,47.34042514,0,157.6436167,85.68617033,60.5957451,0,0,0,0,0,
,,,,,,,,4686,54.62790719,49.06395388,91.04651198,37.43023214,35.91279112,68.7906973,63.22674399,86.49418602,88.51744216,98.63372143,0,0,134.0406974,98.12790631,160.343023,50.5813949,0,168.4360461,91.55232565,64.74418646,0,0,0,0,0,
,,,,,,,,4687,60.038595,53.92355314,100.064325,41.13755522,39.46981739,75.60415597,69.4891141,95.06110836,97.28476038,108.4030189,0,0,147.3169221,107.8471047,176.2243936,55.59129097,0,185.1190001,100.6202376,71.15685351,0,0,0,0,0,
,,,,,,,,4688,65.56952032,58.89114349,109.2825339,44.92726325,43.10588869,82.56902482,75.89064799,103.8184067,106.2469079,118.3894118,0,0,160.8881739,117.7822853,192.4586835,60.71251805,0,202.1726864,109.8896587,77.71202427,0,0,0,0,0,
,,,,,,,,4689,70.6194956,63.42676945,117.6991593,48.38743145,46.42577988,88.92825289,81.73552674,111.8142009,114.4297382,127.5074228,0,0,173.2793169,126.853537,207.2812961,65.38842102,0,217.7434434,118.3530432,83.69718018,0,0,0,0,0,
,,,,,,,,4690,76.43097509,68.64633902,127.3849585,52.36937104,50.24628957,96.24641218,88.46177611,121.0157101,123.8464874,138.0003719,0,0,187.5389656,137.292676,224.3390645,70.76942049,0,235.6621717,128.0926523,90.58485959,0,0,0,0,0,
,,,,,,,,4691,81.66798648,73.34995112,136.1133108,55.9576936,53.68913968,102.8411672,94.52313184,129.3076447,132.3323854,147.4560869,0,0,200.3890398,146.6999001,239.7106626,75.61850504,0,251.8096234,136.8694954,96.79168792,0,0,0,0,0,
,,,,,,,,4692,86.87827844,78.02956521,144.7971307,59.52770841,57.11442423,109.4022755,100.5535623,137.5572736,140.7749881,156.8635585,0,0,213.1735524,156.0591281,255.0038343,80.44284939,0,267.8746901,145.6015588,102.9668488,0,0,0,0,0,
,,,,,,,,4693,91.00643283,81.73725945,151.677388,62.35625859,59.82830353,114.6006921,105.3315187,144.093518,147.4641272,164.3171706,0,0,223.30282,163.4745165,267.1207319,84.26521451,0,280.6031661,152.5200397,107.8594762,0,0,0,0,0,
,,,,,,,,4694,94.11924829,84.5330289,156.8654138,64.4891136,61.87469149,118.5205338,108.9343144,149.0221425,152.5080411,169.9375318,0,0,230.9407468,169.0660553,276.2574216,87.14745101,0,290.2010137,157.7368878,111.548739,0,0,0,0,0,
,,,,,,,,4695,96.68431511,86.83683892,161.1405252,66.24665936,63.56098543,121.7506179,111.9031417,153.0834983,156.6643994,174.5689025,0,0,237.2346607,173.6736753,283.7863677,89.52251285,0,298.1099697,162.0357498,114.5888182,0,0,0,0,0,
,,,,,,,,4696,97.7263735,87.77276174,162.8772892,66.96066232,64.24604234,123.0628396,113.1092278,154.7334241,158.3529199,176.4503968,0,0,239.7915632,175.5455209,286.845002,90.48738172,0,301.322983,163.7821625,115.8238504,0,0,0,0,0,
,,,,,,,,4697,96.81791232,86.95682901,161.3631872,66.33819819,63.64881323,121.9188514,112.0577681,153.2950272,156.8808764,174.8101197,0,0,237.5624687,173.9136555,284.1785003,89.64621397,0,298.5218944,162.2596489,114.7471556,0,0,0,0,0,
,,,,,,,,4698,93.71845661,84.17305859,156.1974277,64.21449709,61.61120807,118.0158331,108.4704351,148.3875557,151.8586102,169.2138802,0,0,229.9573228,168.3461147,275.0810238,86.77634761,0,288.9652394,157.0651907,111.0737266,0,0,0,0,0,
,,,,,,,,4699,88.98911469,79.92540889,148.3151911,60.97402211,58.50210363,112.0603656,102.9966598,140.899431,144.1953247,160.6747906,0,0,218.3529191,159.8508154,261.1995296,82.39732737,0,274.3831019,149.139164,105.4685806,0,0,0,0,0,
,,,,,,,,4700,86.31717008,77.52560678,143.8619501,59.14324528,56.74554744,108.6956946,99.90413134,136.6688521,139.8657848,155.8504462,0,0,211.7967587,155.0512113,253.3568774,79.92330462,0,266.144606,144.6611827,102.3018315,0,0,0,0,0,
,,,,,,,,4701,81.56110869,73.25395903,135.9351812,55.88446253,53.61887743,102.7065804,94.3994307,129.1384216,132.1592038,147.2631131,0,0,200.1267933,146.5079159,239.3969565,75.51954413,0,251.4800835,136.6903762,96.66501795,0,0,0,0,0,
,,,,,,,,4702,73.73231106,66.22253891,122.8871851,50.52028645,48.47216784,92.84809455,85.33832239,116.7428254,119.4736521,133.127784,0,0,180.9172437,132.4450759,216.4179859,68.27065752,0,227.341291,123.5698913,87.38644296,0,0,0,0,0,
,,,,,,,,4703,66.29094535,59.53909005,110.4849089,45.42157299,43.58015886,83.47748596,76.72563066,104.960663,107.4158836,119.6919848,0,0,162.6583372,119.0781784,194.5761996,61.38050418,0,204.3970802,111.0987136,78.56704654,0,0,0,0,0,
,,,,,,,,4704,62.53686322,56.16736812,104.2281054,42.84933156,41.11219744,78.75012332,72.38062822,99.01669968,101.3328802,112.9137809,0,0,153.446932,112.3347346,183.5572734,57.90450224,0,192.8219937,104.8071501,74.117764,0,0,0,0,0,
